AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
61.0,7.0,1.0,1.0,8350.0,28.0,1.0,32.0,2.0,1.0,0.0
29.0,1.0,21.0,1.0,4040.0,28.0,1.0,30.0,2.0,1.0,0.0
64.0,3.0,21.0,1.0,2310.0,28.0,0.0,40.0,2.0,2.0,0.0
23.0,1.0,16.0,5.0,9645.0,28.0,0.0,40.0,2.0,2.0,0.0
59.0,1.0,19.0,1.0,3500.0,28.0,1.0,10.0,2.0,2.0,0.0
71.0,6.0,19.0,1.0,6200.0,28.0,1.0,40.0,1.0,1.0,0.0
38.0,1.0,16.0,1.0,5160.0,28.0,1.0,40.0,2.0,2.0,0.0
29.0,1.0,20.0,1.0,5240.0,40.0,0.0,40.0,2.0,2.0,0.0
50.0,1.0,21.0,3.0,4700.0,24.0,0.0,40.0,1.0,1.0,0.0
27.0,1.0,17.0,5.0,3603.0,28.0,0.0,40.0,2.0,2.0,0.0
43.0,1.0,20.0,1.0,3255.0,28.0,1.0,45.0,2.0,1.0,1.0
25.0,1.0,21.0,5.0,800.0,28.0,2.0,40.0,2.0,2.0,0.0
55.0,1.0,12.0,1.0,6050.0,28.0,0.0,40.0,1.0,1.0,0.0
47.0,1.0,19.0,3.0,3603.0,1.0,0.0,32.0,2.0,2.0,0.0
56.0,1.0,16.0,3.0,4720.0,13.0,0.0,26.0,2.0,2.0,0.0
52.0,1.0,7.0,3.0,6050.0,28.0,0.0,40.0,1.0,2.0,0.0
18.0,1.0,18.0,5.0,4030.0,28.0,17.0,15.0,2.0,1.0,0.0
60.0,1.0,20.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,1.0
19.0,5.0,19.0,5.0,9825.0,36.0,17.0,40.0,1.0,1.0,0.0
55.0,5.0,16.0,5.0,3655.0,28.0,0.0,40.0,2.0,2.0,0.0
36.0,1.0,21.0,1.0,5740.0,18.0,0.0,25.0,2.0,1.0,0.0
61.0,1.0,20.0,1.0,9645.0,45.0,1.0,40.0,2.0,1.0,1.0
20.0,3.0,16.0,5.0,4230.0,28.0,2.0,40.0,1.0,2.0,0.0
33.0,1.0,16.0,1.0,530.0,45.0,1.0,40.0,1.0,2.0,0.0
58.0,3.0,22.0,1.0,2320.0,47.0,0.0,50.0,2.0,1.0,0.0
21.0,1.0,19.0,5.0,205.0,28.0,7.0,50.0,1.0,1.0,0.0
32.0,1.0,20.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,0.0
33.0,1.0,20.0,5.0,4110.0,28.0,13.0,50.0,1.0,2.0,0.0
58.0,3.0,16.0,5.0,4220.0,28.0,0.0,40.0,1.0,2.0,0.0
48.0,3.0,16.0,1.0,9130.0,48.0,0.0,40.0,1.0,1.0,0.0
26.0,1.0,19.0,1.0,5860.0,28.0,1.0,40.0,2.0,1.0,0.0
40.0,1.0,20.0,1.0,910.0,28.0,1.0,40.0,2.0,1.0,0.0
64.0,1.0,16.0,1.0,9130.0,28.0,0.0,40.0,1.0,1.0,0.0
46.0,4.0,22.0,1.0,110.0,1.0,0.0,40.0,1.0,9.0,1.0
44.0,2.0,18.0,1.0,2310.0,28.0,1.0,20.0,1.0,1.0,0.0
27.0,1.0,19.0,5.0,9130.0,28.0,0.0,20.0,2.0,2.0,0.0
24.0,4.0,21.0,5.0,2205.0,12.0,0.0,20.0,1.0,1.0,0.0
56.0,1.0,21.0,4.0,9130.0,28.0,0.0,35.0,1.0,2.0,0.0
23.0,1.0,19.0,5.0,7750.0,28.0,4.0,40.0,1.0,2.0,0.0
64.0,1.0,19.0,3.0,6355.0,17.0,0.0,40.0,1.0,1.0,0.0
64.0,1.0,19.0,3.0,6355.0,29.0,0.0,40.0,1.0,1.0,0.0
51.0,1.0,14.0,1.0,4850.0,110.0,1.0,80.0,1.0,2.0,0.0
57.0,1.0,21.0,1.0,5300.0,28.0,1.0,35.0,2.0,2.0,0.0
54.0,1.0,16.0,1.0,7140.0,28.0,0.0,40.0,1.0,1.0,0.0
44.0,1.0,16.0,1.0,6050.0,28.0,1.0,50.0,1.0,1.0,1.0
24.0,1.0,21.0,5.0,4720.0,28.0,12.0,32.0,2.0,2.0,0.0
47.0,1.0,17.0,1.0,9130.0,22.0,1.0,35.0,1.0,1.0,0.0
40.0,1.0,16.0,1.0,7200.0,28.0,1.0,40.0,1.0,1.0,0.0
40.0,6.0,22.0,1.0,3245.0,28.0,0.0,40.0,2.0,2.0,1.0
21.0,1.0,19.0,5.0,5240.0,28.0,2.0,40.0,2.0,1.0,0.0
44.0,1.0,21.0,3.0,20.0,1.0,6.0,45.0,2.0,1.0,0.0
77.0,7.0,16.0,1.0,440.0,28.0,1.0,2.0,2.0,1.0,0.0
31.0,1.0,16.0,5.0,4760.0,28.0,0.0,40.0,1.0,2.0,1.0
48.0,1.0,17.0,3.0,3930.0,28.0,0.0,44.0,1.0,1.0,0.0
36.0,1.0,18.0,1.0,4230.0,28.0,15.0,24.0,2.0,1.0,0.0
23.0,1.0,18.0,5.0,5710.0,47.0,12.0,40.0,2.0,1.0,0.0
33.0,1.0,16.0,5.0,9620.0,28.0,2.0,40.0,1.0,2.0,0.0
68.0,6.0,19.0,1.0,205.0,28.0,0.0,84.0,1.0,1.0,1.0
26.0,1.0,20.0,5.0,7260.0,47.0,17.0,40.0,1.0,1.0,0.0
38.0,1.0,19.0,1.0,7340.0,13.0,1.0,60.0,1.0,1.0,1.0
56.0,1.0,16.0,1.0,9005.0,39.0,1.0,45.0,1.0,1.0,1.0
35.0,4.0,21.0,1.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
52.0,7.0,21.0,1.0,800.0,28.0,0.0,50.0,1.0,1.0,1.0
24.0,1.0,16.0,5.0,3603.0,28.0,0.0,32.0,2.0,2.0,0.0
25.0,1.0,22.0,5.0,800.0,28.0,2.0,40.0,2.0,1.0,0.0
72.0,1.0,20.0,1.0,9645.0,12.0,0.0,30.0,2.0,1.0,0.0
33.0,1.0,16.0,3.0,9760.0,26.0,13.0,50.0,1.0,1.0,0.0
38.0,1.0,16.0,5.0,4600.0,28.0,0.0,40.0,2.0,1.0,0.0
21.0,1.0,20.0,5.0,4720.0,28.0,0.0,25.0,2.0,2.0,0.0
70.0,1.0,21.0,1.0,4220.0,28.0,1.0,40.0,1.0,2.0,0.0
68.0,1.0,21.0,1.0,5740.0,28.0,0.0,40.0,2.0,1.0,1.0
51.0,5.0,20.0,3.0,5550.0,28.0,0.0,67.0,2.0,2.0,0.0
38.0,1.0,22.0,1.0,705.0,28.0,1.0,40.0,1.0,1.0,0.0
18.0,6.0,16.0,5.0,4400.0,22.0,2.0,6.0,1.0,1.0,0.0
39.0,1.0,14.0,5.0,4030.0,28.0,2.0,40.0,1.0,2.0,0.0
28.0,2.0,24.0,1.0,3140.0,12.0,0.0,40.0,2.0,1.0,1.0
55.0,1.0,14.0,1.0,8990.0,47.0,1.0,40.0,1.0,1.0,0.0
46.0,4.0,22.0,1.0,230.0,28.0,1.0,40.0,2.0,1.0,1.0
29.0,1.0,19.0,5.0,5240.0,28.0,0.0,32.0,2.0,2.0,0.0
34.0,1.0,21.0,5.0,4760.0,28.0,13.0,50.0,1.0,1.0,0.0
26.0,1.0,18.0,5.0,2300.0,28.0,0.0,40.0,2.0,1.0,0.0
23.0,1.0,19.0,5.0,9645.0,28.0,2.0,40.0,1.0,2.0,0.0
33.0,1.0,16.0,1.0,7950.0,22.0,0.0,65.0,1.0,1.0,0.0
32.0,1.0,23.0,1.0,2320.0,47.0,1.0,40.0,2.0,1.0,0.0
35.0,1.0,19.0,5.0,6355.0,28.0,2.0,40.0,1.0,1.0,0.0
31.0,1.0,19.0,5.0,630.0,28.0,0.0,40.0,2.0,2.0,0.0
75.0,6.0,16.0,1.0,4251.0,28.0,0.0,2.0,1.0,1.0,0.0
26.0,1.0,19.0,5.0,5610.0,47.0,2.0,40.0,2.0,2.0,0.0
43.0,3.0,17.0,1.0,7000.0,28.0,1.0,40.0,1.0,1.0,0.0
49.0,1.0,20.0,1.0,1050.0,28.0,1.0,40.0,1.0,1.0,0.0
28.0,1.0,16.0,5.0,140.0,28.0,13.0,40.0,1.0,2.0,1.0
36.0,5.0,22.0,1.0,137.0,12.0,0.0,40.0,2.0,1.0,0.0
61.0,4.0,21.0,1.0,2310.0,28.0,1.0,50.0,2.0,1.0,1.0
64.0,4.0,17.0,1.0,230.0,28.0,1.0,40.0,2.0,1.0,1.0
23.0,1.0,19.0,5.0,4720.0,28.0,0.0,20.0,2.0,2.0,0.0
26.0,1.0,20.0,5.0,9130.0,28.0,2.0,40.0,1.0,1.0,0.0
18.0,1.0,18.0,5.0,9620.0,28.0,16.0,30.0,1.0,1.0,0.0
60.0,1.0,16.0,1.0,7340.0,28.0,2.0,40.0,1.0,1.0,0.0
56.0,1.0,16.0,1.0,8990.0,28.0,1.0,40.0,1.0,2.0,1.0
40.0,1.0,21.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,1.0
79.0,1.0,22.0,3.0,440.0,5.0,0.0,45.0,1.0,1.0,1.0
46.0,1.0,16.0,1.0,9620.0,28.0,1.0,40.0,1.0,2.0,0.0
34.0,1.0,16.0,5.0,3500.0,28.0,2.0,8.0,2.0,2.0,0.0
64.0,1.0,21.0,1.0,5740.0,28.0,0.0,20.0,2.0,2.0,0.0
60.0,2.0,22.0,1.0,350.0,28.0,0.0,40.0,2.0,1.0,1.0
64.0,1.0,22.0,1.0,140.0,51.0,0.0,45.0,1.0,1.0,1.0
49.0,4.0,24.0,1.0,10.0,28.0,0.0,50.0,2.0,1.0,1.0
28.0,1.0,20.0,1.0,7020.0,28.0,9.0,50.0,1.0,1.0,0.0
40.0,1.0,21.0,3.0,4920.0,28.0,2.0,45.0,1.0,1.0,0.0
50.0,3.0,20.0,3.0,5740.0,28.0,0.0,40.0,2.0,2.0,0.0
71.0,6.0,19.0,1.0,6200.0,40.0,0.0,30.0,1.0,1.0,0.0
36.0,8.0,23.0,1.0,310.0,22.0,1.0,40.0,2.0,1.0,0.0
60.0,4.0,19.0,5.0,2545.0,28.0,0.0,40.0,2.0,2.0,0.0
53.0,4.0,21.0,1.0,5740.0,28.0,0.0,40.0,2.0,2.0,0.0
63.0,3.0,21.0,1.0,5740.0,28.0,1.0,40.0,2.0,1.0,1.0
24.0,1.0,19.0,1.0,5160.0,28.0,0.0,40.0,2.0,1.0,0.0
40.0,1.0,17.0,1.0,8740.0,13.0,0.0,40.0,2.0,1.0,0.0
43.0,1.0,21.0,1.0,3322.0,28.0,1.0,41.0,2.0,1.0,1.0
50.0,2.0,22.0,1.0,230.0,18.0,0.0,55.0,1.0,1.0,1.0
44.0,1.0,16.0,1.0,9600.0,28.0,5.0,40.0,1.0,1.0,0.0
60.0,1.0,23.0,1.0,120.0,28.0,0.0,40.0,1.0,1.0,1.0
47.0,1.0,20.0,1.0,440.0,6.0,0.0,40.0,2.0,1.0,1.0
58.0,4.0,21.0,1.0,565.0,28.0,0.0,40.0,1.0,2.0,0.0
61.0,2.0,20.0,1.0,5740.0,28.0,0.0,41.0,2.0,2.0,1.0
29.0,1.0,21.0,1.0,700.0,1.0,0.0,40.0,1.0,1.0,0.0
67.0,4.0,22.0,5.0,2205.0,17.0,0.0,20.0,2.0,2.0,0.0
40.0,2.0,21.0,1.0,2014.0,28.0,1.0,40.0,2.0,1.0,0.0
58.0,4.0,21.0,3.0,2310.0,28.0,0.0,80.0,2.0,1.0,0.0
60.0,1.0,19.0,3.0,3930.0,28.0,0.0,40.0,1.0,2.0,0.0
34.0,4.0,21.0,1.0,9030.0,28.0,0.0,39.0,1.0,1.0,0.0
20.0,5.0,18.0,5.0,9825.0,35.0,17.0,40.0,1.0,1.0,0.0
40.0,1.0,21.0,1.0,3610.0,28.0,1.0,40.0,2.0,1.0,0.0
23.0,1.0,19.0,5.0,4030.0,1.0,13.0,30.0,1.0,2.0,0.0
25.0,1.0,21.0,5.0,5820.0,363.0,2.0,56.0,2.0,1.0,0.0
61.0,1.0,16.0,1.0,5740.0,20.0,1.0,40.0,2.0,1.0,0.0
43.0,1.0,19.0,5.0,6530.0,28.0,0.0,40.0,1.0,2.0,1.0
62.0,1.0,19.0,1.0,220.0,47.0,0.0,50.0,1.0,1.0,1.0
61.0,1.0,19.0,1.0,9130.0,15.0,0.0,40.0,1.0,1.0,0.0
59.0,3.0,19.0,3.0,440.0,28.0,0.0,42.0,1.0,2.0,0.0
27.0,3.0,21.0,1.0,2330.0,28.0,0.0,40.0,2.0,1.0,0.0
34.0,1.0,22.0,1.0,3150.0,28.0,2.0,40.0,2.0,1.0,1.0
50.0,1.0,17.0,3.0,6200.0,28.0,0.0,40.0,1.0,1.0,1.0
53.0,4.0,21.0,1.0,2320.0,28.0,0.0,12.0,2.0,1.0,0.0
51.0,2.0,23.0,3.0,2310.0,28.0,0.0,60.0,2.0,2.0,1.0
57.0,4.0,20.0,3.0,2002.0,28.0,0.0,35.0,2.0,1.0,0.0
55.0,7.0,16.0,3.0,220.0,28.0,10.0,30.0,1.0,1.0,1.0
38.0,6.0,20.0,1.0,4251.0,28.0,1.0,50.0,1.0,1.0,0.0
51.0,1.0,17.0,1.0,3255.0,55.0,1.0,99.0,2.0,2.0,0.0
53.0,7.0,23.0,1.0,3010.0,28.0,0.0,45.0,1.0,1.0,1.0
67.0,1.0,19.0,2.0,2310.0,28.0,0.0,8.0,2.0,2.0,1.0
50.0,2.0,19.0,5.0,3649.0,28.0,0.0,40.0,2.0,2.0,0.0
51.0,1.0,24.0,1.0,3090.0,22.0,1.0,68.0,1.0,2.0,1.0
19.0,1.0,16.0,5.0,6050.0,28.0,4.0,40.0,1.0,1.0,0.0
45.0,1.0,19.0,1.0,910.0,13.0,0.0,40.0,2.0,1.0,0.0
33.0,1.0,18.0,1.0,9130.0,28.0,0.0,50.0,1.0,1.0,0.0
35.0,1.0,16.0,4.0,4210.0,22.0,17.0,40.0,1.0,1.0,0.0
40.0,4.0,22.0,1.0,3245.0,38.0,1.0,45.0,2.0,1.0,0.0
58.0,1.0,21.0,1.0,1305.0,6.0,1.0,50.0,1.0,1.0,1.0
53.0,1.0,17.0,1.0,8320.0,17.0,1.0,40.0,2.0,1.0,0.0
37.0,1.0,16.0,1.0,1970.0,28.0,0.0,45.0,1.0,1.0,0.0
57.0,1.0,20.0,3.0,5740.0,47.0,0.0,40.0,2.0,1.0,0.0
56.0,1.0,16.0,3.0,6230.0,28.0,0.0,40.0,1.0,1.0,1.0
59.0,6.0,19.0,1.0,2600.0,28.0,0.0,60.0,1.0,1.0,1.0
62.0,1.0,18.0,3.0,4720.0,28.0,0.0,32.0,2.0,2.0,0.0
26.0,2.0,19.0,1.0,5860.0,28.0,0.0,40.0,1.0,1.0,0.0
47.0,1.0,16.0,1.0,530.0,28.0,0.0,40.0,1.0,2.0,0.0
36.0,1.0,16.0,1.0,6200.0,28.0,1.0,84.0,1.0,1.0,1.0
62.0,4.0,14.0,1.0,4020.0,329.0,1.0,40.0,2.0,9.0,0.0
43.0,1.0,21.0,1.0,3603.0,28.0,0.0,50.0,1.0,1.0,1.0
31.0,1.0,21.0,5.0,860.0,13.0,0.0,60.0,2.0,1.0,0.0
29.0,1.0,16.0,5.0,7750.0,28.0,2.0,40.0,1.0,2.0,0.0
50.0,1.0,19.0,3.0,9005.0,28.0,0.0,60.0,1.0,2.0,0.0
45.0,1.0,19.0,3.0,3601.0,48.0,0.0,40.0,2.0,9.0,0.0
28.0,4.0,21.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,1.0
45.0,3.0,22.0,1.0,2310.0,35.0,0.0,40.0,1.0,1.0,0.0
54.0,1.0,21.0,3.0,3160.0,28.0,0.0,40.0,2.0,1.0,0.0
40.0,1.0,18.0,5.0,7700.0,28.0,0.0,45.0,2.0,2.0,1.0
25.0,1.0,22.0,5.0,1650.0,1.0,0.0,40.0,2.0,1.0,0.0
39.0,1.0,16.0,1.0,8990.0,55.0,0.0,40.0,1.0,2.0,0.0
48.0,7.0,19.0,1.0,7540.0,28.0,1.0,40.0,1.0,1.0,0.0
42.0,1.0,13.0,1.0,6442.0,28.0,1.0,40.0,1.0,2.0,1.0
71.0,1.0,18.0,1.0,5860.0,28.0,0.0,24.0,1.0,1.0,0.0
40.0,6.0,15.0,4.0,600.0,28.0,0.0,40.0,1.0,1.0,0.0
52.0,1.0,21.0,1.0,7040.0,373.0,0.0,40.0,1.0,8.0,0.0
54.0,1.0,16.0,5.0,9600.0,28.0,0.0,40.0,1.0,2.0,0.0
69.0,3.0,16.0,1.0,3802.0,28.0,1.0,16.0,1.0,2.0,0.0
50.0,1.0,1.0,4.0,4220.0,28.0,0.0,40.0,2.0,2.0,0.0
75.0,1.0,16.0,3.0,5940.0,28.0,0.0,30.0,2.0,1.0,0.0
48.0,1.0,18.0,1.0,7200.0,28.0,0.0,40.0,1.0,1.0,0.0
64.0,4.0,23.0,2.0,3090.0,54.0,0.0,40.0,2.0,1.0,1.0
41.0,7.0,8.0,1.0,4055.0,247.0,1.0,78.0,2.0,6.0,0.0
30.0,4.0,22.0,1.0,2722.0,60.0,0.0,40.0,1.0,7.0,0.0
63.0,6.0,12.0,1.0,8710.0,18.0,1.0,30.0,1.0,1.0,0.0
51.0,6.0,17.0,3.0,6410.0,22.0,11.0,20.0,1.0,1.0,0.0
61.0,2.0,16.0,1.0,7410.0,28.0,0.0,40.0,1.0,1.0,1.0
57.0,1.0,19.0,1.0,7855.0,28.0,0.0,40.0,2.0,2.0,0.0
68.0,1.0,23.0,1.0,3090.0,28.0,0.0,40.0,1.0,2.0,1.0
35.0,4.0,21.0,1.0,3870.0,28.0,1.0,40.0,1.0,2.0,0.0
58.0,1.0,19.0,1.0,4030.0,28.0,1.0,56.0,2.0,2.0,0.0
36.0,1.0,19.0,5.0,7720.0,28.0,0.0,50.0,2.0,2.0,0.0
62.0,4.0,19.0,3.0,5860.0,5.0,0.0,20.0,2.0,1.0,0.0
48.0,4.0,22.0,4.0,2310.0,28.0,0.0,40.0,2.0,2.0,0.0
36.0,1.0,22.0,1.0,800.0,28.0,0.0,45.0,2.0,1.0,1.0
59.0,1.0,16.0,4.0,7855.0,28.0,5.0,32.0,1.0,2.0,0.0
56.0,4.0,24.0,2.0,2205.0,316.0,0.0,40.0,1.0,9.0,1.0
64.0,1.0,16.0,1.0,4700.0,28.0,1.0,40.0,1.0,2.0,0.0
61.0,1.0,21.0,2.0,5860.0,28.0,0.0,40.0,2.0,2.0,0.0
58.0,1.0,21.0,1.0,160.0,28.0,1.0,40.0,2.0,1.0,1.0
39.0,6.0,21.0,1.0,4810.0,28.0,0.0,45.0,1.0,1.0,0.0
45.0,5.0,16.0,1.0,4220.0,20.0,0.0,40.0,1.0,1.0,1.0
39.0,1.0,23.0,1.0,3090.0,47.0,0.0,36.0,2.0,1.0,1.0
23.0,1.0,19.0,5.0,5610.0,28.0,2.0,25.0,2.0,2.0,0.0
34.0,1.0,21.0,1.0,9620.0,47.0,0.0,44.0,1.0,1.0,0.0
40.0,4.0,19.0,1.0,5860.0,28.0,0.0,40.0,2.0,1.0,0.0
63.0,1.0,16.0,1.0,4760.0,5.0,1.0,30.0,2.0,1.0,0.0
71.0,1.0,18.0,2.0,2300.0,28.0,0.0,25.0,2.0,1.0,0.0
71.0,6.0,21.0,3.0,530.0,28.0,0.0,7.0,1.0,1.0,0.0
48.0,4.0,16.0,1.0,3870.0,48.0,1.0,50.0,1.0,1.0,1.0
28.0,1.0,13.0,5.0,4920.0,28.0,16.0,42.0,2.0,1.0,0.0
30.0,1.0,16.0,5.0,6355.0,6.0,13.0,50.0,1.0,1.0,0.0
58.0,1.0,22.0,3.0,3258.0,28.0,0.0,40.0,2.0,1.0,1.0
25.0,4.0,21.0,5.0,2310.0,28.0,2.0,40.0,2.0,1.0,0.0
51.0,5.0,16.0,1.0,5550.0,28.0,0.0,40.0,2.0,1.0,0.0
36.0,1.0,22.0,5.0,3930.0,28.0,11.0,40.0,1.0,1.0,0.0
72.0,7.0,16.0,1.0,5740.0,28.0,0.0,14.0,2.0,1.0,0.0
62.0,1.0,19.0,1.0,8640.0,28.0,1.0,40.0,1.0,1.0,1.0
58.0,1.0,6.0,4.0,4700.0,28.0,8.0,45.0,1.0,1.0,0.0
48.0,1.0,16.0,4.0,8140.0,28.0,0.0,40.0,1.0,2.0,0.0
35.0,1.0,18.0,1.0,4110.0,45.0,0.0,40.0,2.0,1.0,0.0
53.0,1.0,16.0,3.0,4700.0,28.0,0.0,40.0,2.0,1.0,0.0
36.0,4.0,22.0,1.0,5000.0,28.0,0.0,45.0,1.0,1.0,0.0
60.0,4.0,22.0,1.0,2310.0,28.0,0.0,40.0,1.0,1.0,1.0
28.0,1.0,19.0,5.0,5400.0,28.0,0.0,40.0,2.0,1.0,0.0
39.0,1.0,20.0,5.0,5240.0,28.0,2.0,40.0,2.0,1.0,0.0
23.0,1.0,19.0,5.0,4720.0,28.0,2.0,30.0,2.0,2.0,0.0
33.0,1.0,19.0,3.0,52.0,28.0,3.0,40.0,2.0,2.0,1.0
47.0,3.0,19.0,1.0,5240.0,303.0,0.0,60.0,1.0,1.0,1.0
24.0,4.0,16.0,5.0,3802.0,28.0,2.0,40.0,1.0,1.0,0.0
39.0,1.0,15.0,1.0,6230.0,28.0,1.0,40.0,1.0,2.0,0.0
21.0,4.0,19.0,5.0,4621.0,48.0,17.0,2.0,2.0,1.0,0.0
53.0,1.0,24.0,1.0,3010.0,28.0,1.0,36.0,1.0,1.0,1.0
82.0,6.0,19.0,2.0,5120.0,22.0,0.0,40.0,2.0,1.0,1.0
25.0,1.0,16.0,5.0,9645.0,28.0,13.0,40.0,1.0,2.0,0.0
49.0,1.0,21.0,1.0,4700.0,22.0,0.0,45.0,2.0,1.0,0.0
35.0,1.0,16.0,4.0,4210.0,22.0,17.0,40.0,1.0,1.0,0.0
20.0,1.0,18.0,5.0,4720.0,5.0,15.0,25.0,2.0,2.0,0.0
19.0,1.0,19.0,5.0,4720.0,28.0,2.0,3.0,2.0,2.0,0.0
26.0,1.0,23.0,1.0,3255.0,6.0,1.0,40.0,2.0,6.0,0.0
22.0,1.0,16.0,5.0,9620.0,29.0,12.0,40.0,1.0,1.0,0.0
37.0,5.0,21.0,1.0,530.0,28.0,1.0,40.0,1.0,1.0,1.0
52.0,7.0,21.0,1.0,4710.0,28.0,0.0,45.0,1.0,1.0,1.0
34.0,4.0,21.0,3.0,360.0,28.0,0.0,36.0,1.0,1.0,0.0
59.0,1.0,16.0,1.0,440.0,28.0,0.0,84.0,1.0,1.0,1.0
28.0,1.0,16.0,1.0,9210.0,28.0,0.0,87.0,1.0,1.0,1.0
56.0,1.0,20.0,1.0,3602.0,28.0,1.0,40.0,2.0,1.0,0.0
37.0,1.0,19.0,1.0,4220.0,28.0,0.0,42.0,2.0,1.0,0.0
27.0,4.0,20.0,1.0,3645.0,28.0,2.0,40.0,2.0,2.0,0.0
60.0,2.0,10.0,3.0,4251.0,28.0,0.0,40.0,1.0,1.0,0.0
61.0,1.0,16.0,5.0,9130.0,28.0,0.0,60.0,1.0,2.0,0.0
59.0,3.0,22.0,1.0,3230.0,28.0,1.0,50.0,2.0,1.0,1.0
44.0,4.0,23.0,5.0,2310.0,28.0,0.0,45.0,2.0,1.0,0.0
58.0,1.0,16.0,3.0,3500.0,28.0,0.0,15.0,1.0,2.0,0.0
23.0,1.0,16.0,5.0,4760.0,28.0,2.0,40.0,2.0,1.0,0.0
22.0,1.0,18.0,5.0,4110.0,163.0,13.0,20.0,2.0,1.0,0.0
24.0,1.0,14.0,5.0,6050.0,12.0,0.0,30.0,2.0,8.0,0.0
52.0,2.0,22.0,1.0,2040.0,28.0,0.0,60.0,1.0,1.0,0.0
57.0,6.0,16.0,2.0,6260.0,28.0,0.0,20.0,1.0,2.0,0.0
49.0,1.0,22.0,1.0,10.0,28.0,1.0,50.0,1.0,1.0,1.0
39.0,6.0,23.0,1.0,3040.0,28.0,1.0,40.0,1.0,1.0,1.0
39.0,4.0,22.0,1.0,230.0,28.0,0.0,40.0,2.0,1.0,0.0
60.0,1.0,21.0,1.0,440.0,28.0,1.0,55.0,1.0,1.0,1.0
45.0,2.0,21.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,1.0
61.0,5.0,21.0,1.0,1360.0,5.0,0.0,40.0,1.0,1.0,1.0
77.0,7.0,23.0,1.0,3090.0,360.0,0.0,40.0,1.0,1.0,1.0
67.0,3.0,17.0,3.0,9121.0,47.0,0.0,25.0,1.0,1.0,0.0
22.0,5.0,21.0,5.0,9800.0,50.0,17.0,40.0,2.0,1.0,0.0
36.0,1.0,21.0,1.0,5240.0,28.0,1.0,25.0,2.0,2.0,1.0
25.0,1.0,16.0,5.0,4020.0,28.0,2.0,40.0,2.0,2.0,0.0
45.0,1.0,15.0,1.0,9130.0,28.0,0.0,40.0,1.0,1.0,0.0
67.0,7.0,12.0,1.0,440.0,22.0,1.0,40.0,1.0,1.0,1.0
35.0,1.0,17.0,1.0,9130.0,28.0,1.0,40.0,1.0,1.0,0.0
39.0,4.0,24.0,1.0,2205.0,34.0,0.0,40.0,1.0,1.0,1.0
73.0,6.0,21.0,1.0,4700.0,109.0,0.0,20.0,2.0,1.0,0.0
44.0,1.0,15.0,5.0,9645.0,28.0,13.0,40.0,1.0,2.0,0.0
28.0,1.0,19.0,3.0,4710.0,47.0,0.0,50.0,1.0,1.0,1.0
34.0,6.0,17.0,1.0,4230.0,28.0,0.0,4.0,2.0,1.0,0.0
41.0,3.0,19.0,1.0,3802.0,28.0,1.0,40.0,1.0,2.0,0.0
57.0,1.0,16.0,3.0,3630.0,28.0,0.0,40.0,2.0,1.0,0.0
17.0,1.0,14.0,5.0,4720.0,13.0,2.0,10.0,2.0,1.0,0.0
46.0,1.0,19.0,5.0,4720.0,28.0,0.0,90.0,2.0,2.0,0.0
53.0,1.0,16.0,1.0,4600.0,28.0,1.0,40.0,2.0,1.0,0.0
41.0,2.0,23.0,1.0,3230.0,28.0,1.0,40.0,2.0,1.0,1.0
21.0,1.0,19.0,5.0,9645.0,28.0,2.0,35.0,1.0,1.0,0.0
64.0,3.0,20.0,3.0,6305.0,28.0,0.0,40.0,1.0,1.0,0.0
28.0,1.0,21.0,5.0,4720.0,28.0,0.0,38.0,2.0,2.0,0.0
37.0,1.0,20.0,1.0,4110.0,28.0,16.0,30.0,2.0,1.0,0.0
49.0,1.0,16.0,3.0,9130.0,28.0,0.0,40.0,2.0,1.0,0.0
47.0,1.0,21.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,1.0
22.0,1.0,21.0,5.0,4760.0,28.0,2.0,40.0,2.0,2.0,0.0
69.0,6.0,20.0,3.0,5110.0,28.0,0.0,40.0,2.0,1.0,0.0
46.0,1.0,16.0,5.0,9130.0,28.0,2.0,40.0,2.0,2.0,0.0
30.0,4.0,21.0,3.0,2310.0,51.0,2.0,40.0,2.0,2.0,0.0
59.0,1.0,18.0,1.0,4760.0,28.0,0.0,45.0,1.0,1.0,0.0
39.0,1.0,16.0,4.0,9130.0,28.0,13.0,99.0,1.0,2.0,1.0
45.0,1.0,21.0,1.0,4710.0,28.0,0.0,60.0,1.0,1.0,1.0
64.0,1.0,20.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,0.0
75.0,1.0,13.0,1.0,9620.0,28.0,1.0,40.0,1.0,2.0,0.0
36.0,1.0,19.0,5.0,9050.0,41.0,0.0,99.0,1.0,1.0,0.0
61.0,1.0,19.0,1.0,5240.0,22.0,0.0,32.0,2.0,1.0,0.0
29.0,1.0,24.0,5.0,3050.0,28.0,2.0,40.0,2.0,9.0,1.0
